AtcoCode,CommonName,Easting,Northing,Longitude,LocalityName,Latitude,ShortCommonName,Street,Status,Indicator,StopType,,
700000001540,St. Mary's On The Hill,332001,382944,-5.9544129551,Belfast Metro Ops,54.6772764719,,,active,,BusCoachTramOnStreetPoint,,
700000001541,Coole Park,331966,382818,-5.9550120317,Belfast Metro Ops,54.676154501,,,active,,BusCoachTramOnStreetPoint,,
700000001542,Glengormley Pavilion,331889,382550,-5.9563257325,Belfast Metro Ops,54.6737687431,,,active,,BusCoachTramOnStreetPoint,,
700000001543,Portland Avenue,331814,382287,-5.9576060437,Belfast Metro Ops,54.6714273324,,,active,,BusCoachTramOnStreetPoint,,
700000001544,Carnmoney Primary School,332174,383481,-5.9514901076,Belfast Metro Ops,54.6820519228,,,active,,BusCoachTramOnStreetPoint,,
700000001545,Carnmoney Village (Carnvue),332179,383640,-5.9513407367,Belfast Metro Ops,54.6834779818,,,active,,BusCoachTramOnStreetPoint,,
700000001546,Ballyduff Road,332181,383839,-5.9512197461,Belfast Metro Ops,54.6852639126,,,active,,BusCoachTramOnStreetPoint,,
700000001547,Beverley Avenue,332182,384049,-5.9511092623,Belfast Metro Ops,54.6871488534,,,active,,BusCoachTramOnStreetPoint,,
700000001548,Beverley Avenue,332189,384116,-5.9509704844,Belfast Metro Ops,54.6877484882,,,active,,BusCoachTramOnStreetPoint,,
700000001549,Waverley Park,332188,383983,-5.951046146,Belfast Metro Ops,54.6865547888,,,active,,BusCoachTramOnStreetPoint,,
700000001550,Ballyduff Road,332187,383817,-5.9511367288,Belfast Metro Ops,54.6850648428,,,active,,BusCoachTramOnStreetPoint,,
700000001551,Carnmoney Village (Carnvue),332185,383618,-5.9512577223,Belfast Metro Ops,54.683278912,,,active,,BusCoachTramOnStreetPoint,,
700000001552,Carnmoney Primary School,332187,383448,-5.9513036157,Belfast Metro Ops,54.6817522702,,,active,,BusCoachTramOnStreetPoint,,
700000001553,Hightown Court,331527,382102,-5.9621347273,Belfast Metro Ops,54.6698414222,,,active,,BusCoachTramOnStreetPoint,,
700000001554,Hightown Park,331301,381920,-5.9657169234,Belfast Metro Ops,54.6682664061,,,active,,BusCoachTramOnStreetPoint,,
700000001555,Hightown Road (Edmund Rice College),331090,381748,-5.9690620456,Belfast Metro Ops,54.6667771589,,,active,,BusCoachTramOnStreetPoint,,
700000001556,Hightown Court,331485,382075,-5.9627973993,Belfast Metro Ops,54.6696099801,,,active,,BusCoachTramOnStreetPoint,,
700000001557,Hightown (Glengormley),331664,382221,-5.9599591809,Belfast Metro Ops,54.6708739913,,,active,,BusCoachTramOnStreetPoint,,
700000001558,Hightown (Glengormley),331697,382236,-5.95944128,Belfast Metro Ops,54.6710000394,,,active,,BusCoachTramOnStreetPoint,,
700000001559,Scullion's Road,330308,382764,-5.9807209721,Belfast Metro Ops,54.6761006279,,,active,,BusCoachTramOnStreetPoint,,
700000001560,Scullion's Road,330287,382727,-5.9810627795,Belfast Metro Ops,54.6757738892,,,active,,BusCoachTramOnStreetPoint,,
700000001561,Northside Park & Ride,334070,375181,-5.9259130682,Flexibus,54.6070419576,,,active,,BusCoachTramOnStreetPoint,,
700000001562,Hightown Avenue,330300,382476,-5.9809732299,Belfast Metro Ops,54.6735172201,,,active,,BusCoachTramOnStreetPoint,,
700000001563,Boxmore,330561,382376,-5.9769748542,Belfast Metro Ops,54.6725520285,,,active,,BusCoachTramOnStreetPoint,,
700000001564,Mallusk Road (Ballyrobert Garage),330702,382330,-5.9748113069,Belfast Metro Ops,54.6721025738,,,active,,BusCoachTramOnStreetPoint,,
700000001565,Rosehall,331350,382030,-5.9649086034,Belfast Metro Ops,54.6692411554,,,active,,BusCoachTramOnStreetPoint,,
700000001566,Rosehall,331336,382031,-5.9651249968,Belfast Metro Ops,54.669253776,,,active,,BusCoachTramOnStreetPoint,,
700000001567,Royal Mail (Enterprise Way),330756,382002,-5.9741214738,Belfast Metro Ops,54.6691440285,,,active,,BusCoachTramOnStreetPoint,,
700000001568,Mallusk Road (Ballyrobert Garage),330665,382331,-5.9753839875,Belfast Metro Ops,54.6721211324,,,active,,BusCoachTramOnStreetPoint,,
700000001569,Mallusk Drive,330324,382453,-5.9806117067,Belfast Metro Ops,54.6733045437,,,active,,BusCoachTramOnStreetPoint,,
700000001570,Central Park (Mallusk),329902,382636,-5.9870674043,Belfast Metro Ops,54.6750562097,,,active,,BusCoachTramOnStreetPoint,,
700000001571,Mallusk Road,329449,382835,-5.9939968299,Belfast Metro Ops,54.6769591283,,,active,,BusCoachTramOnStreetPoint,,
700000001572,Trench Road,329214,382942,-5.997590159,Belfast Metro Ops,54.6779799483,,,active,,BusCoachTramOnStreetPoint,,
700000001573,Hydepark (Trench Road),329178,383024,-5.9981116543,Belfast Metro Ops,54.6787253157,,,active,,BusCoachTramOnStreetPoint,,
700000001574,Blackwater Road,329689,382963,-5.9902219923,Belfast Metro Ops,54.6780466041,,,active,,BusCoachTramOnStreetPoint,,
700000001575,Cloughmore Road,329748,382827,-5.9893682963,Belfast Metro Ops,54.6768105113,,,active,,BusCoachTramOnStreetPoint,,
700000001576,Academy,328978,383045,-6.001200928,Belfast Metro Ops,54.678965009,,,active,,BusCoachTramOnStreetPoint,,
700000001577,Mallusk(Parkmount),328727,383152,-6.0050425105,Belfast Metro Ops,54.6799897006,,,active,,BusCoachTramOnStreetPoint,,
700000001578,Old Mill Crescent,328448,383278,-6.0093097621,Belfast Metro Ops,54.6811919739,,,active,,BusCoachTramOnStreetPoint,,
700000001579,Craigarogan Quarry,327977,383482,-6.0165180094,Belfast Metro Ops,54.6831430898,,,active,,BusCoachTramOnStreetPoint,,
700000001580,Bernice Road,327634,383604,-6.0217793674,Belfast Metro Ops,54.6843252512,,,active,,BusCoachTramOnStreetPoint,,
700000001581,Fort Road,327302,383726,-6.0268705852,Belfast Metro Ops,54.6855044103,,,active,,BusCoachTramOnStreetPoint,,
700000001582,Oakview,326632,383968,-6.0371477656,Belfast Metro Ops,54.6878456443,,,active,,BusCoachTramOnStreetPoint,,
700000001583,Roughfort (Turning Circle),326577,384013,-6.0379805799,Belfast Metro Ops,54.6882634435,,,active,,BusCoachTramOnStreetPoint,,
700000001584,Fort Road,327250,383752,-6.0276650312,Belfast Metro Ops,54.6857509482,,,active,,BusCoachTramOnStreetPoint,,
700000001585,Craigarogan Road,327596,383627,-6.0223581369,Belfast Metro Ops,54.6845413483,,,active,,BusCoachTramOnStreetPoint,,
700000001586,Craigarogan Quarry,327992,383480,-6.0162864675,Belfast Metro Ops,54.6831213291,,,active,,BusCoachTramOnStreetPoint,,
700000001587,Old Mill Crescent,328433,383290,-6.0095368954,Belfast Metro Ops,54.6813035227,,,active,,BusCoachTramOnStreetPoint,,
700000001588,Mallusk(Parkmount),328714,383169,-6.0052364373,Belfast Metro Ops,54.6801456343,,,active,,BusCoachTramOnStreetPoint,,
700000001589,Hydepark Presbyterian Church,329102,382996,-5.9993014619,Belfast Metro Ops,54.6784934003,,,active,,BusCoachTramOnStreetPoint,,
700000001590,Mallusk Road,329426,382857,-5.9943434067,Belfast Metro Ops,54.6771625315,,,active,,BusCoachTramOnStreetPoint,,
700000001591,Central Park (Mallusk),329934,382638,-5.9865707985,Belfast Metro Ops,54.6750659255,,,active,,BusCoachTramOnStreetPoint,,
700000001592,Merville Garden Village,334877,380628,-5.9109275086,Belfast Metro Ops,54.6557252523,,,active,,BusCoachTramOnStreetPoint,,
700000001593,Merville Mews,334963,380824,-5.9095056081,Belfast Metro Ops,54.6574617593,,,active,,BusCoachTramOnStreetPoint,,
700000001594,Martin Park,335017,381052,-5.9085643242,Ulsterbus,54.6594940689,,,active,,BusCoachTramOnStreetPoint,,
700000001595,Merville Mews,334968,380800,-5.9094392546,Belfast Metro Ops,54.6572449757,,,active,,BusCoachTramOnStreetPoint,,
700000001596,Merville Garden Village,334842,380555,-5.9115030371,Belfast Metro Ops,54.6550792803,,,active,,BusCoachTramOnStreetPoint,,
700000001597,Bombardier,333129,381855,-5.9374341652,Newtownabbey,54.6672040504,,,active,,BusCoachTramOnStreetPoint,,
700000001598,Old Council Depot,332747,381762,-5.9433926806,Newtownabbey,54.6664697853,,,active,,BusCoachTramOnStreetPoint,,
700000001599,Elmfield Road,332462,381608,-5.9478763406,Newtownabbey,54.6651621727,,,active,,BusCoachTramOnStreetPoint,,
700000001600,Elmfield Road,332467,381617,-5.9477948311,Newtownabbey,54.6652416552,,,active,,BusCoachTramOnStreetPoint,,
700000001601,Old Council Depot,332746,381769,-5.9434049921,Newtownabbey,54.6665328883,,,active,,BusCoachTramOnStreetPoint,,
700000001602,Bombardier,333111,381851,-5.9377147638,Newtownabbey,54.6671728892,,,active,,BusCoachTramOnStreetPoint,,
700000001603,Oldpark (Westland Road),332544,377119,-5.948637317,Belfast Metro Ops,54.6248420047,,,active,,BusCoachTramOnStreetPoint,,
700000001604,Knutsford Drive,332484,376980,-5.9496283978,Belfast Metro Ops,54.6236098958,,,active,,BusCoachTramOnStreetPoint,,
700000001605,39 Westland Road,332385,376870,-5.9512096929,Belfast Metro Ops,54.6226483318,,,active,,BusCoachTramOnStreetPoint,,
700000001606,Alliance Avenue (Oldpark Road),332124,376689,-5.95532912,Belfast Metro Ops,54.6210917203,,,active,,BusCoachTramOnStreetPoint,,
700000001607,Deerpark Road,331978,376480,-5.9576818026,Belfast Metro Ops,54.6192535977,,,active,,BusCoachTramOnStreetPoint,,
700000001608,Etna Drive,331761,376375,-5.9610858763,Belfast Metro Ops,54.6183675729,,,active,,BusCoachTramOnStreetPoint,,
700000001609,Berwick Road,331615,376322,-5.9633681786,Belfast Metro Ops,54.6179297973,,,active,,BusCoachTramOnStreetPoint,,
700000001610,Alliance Avenue (Ardoyne Road),331427,376256,-5.9663059568,Belfast Metro Ops,54.6173861905,,,active,,BusCoachTramOnStreetPoint,,
700000001611,Ardoyne Road,331430,376036,-5.966358072,Belfast Metro Ops,54.6154103948,,,active,,BusCoachTramOnStreetPoint,,
700000001612,Ardoyne Road,331412,376065,-5.966623517,Belfast Metro Ops,54.6156754156,,,active,,BusCoachTramOnStreetPoint,,
700000001613,Alliance Avenue (Ardoyne Road),331455,376274,-5.9658647605,Belfast Metro Ops,54.6175405046,,,active,,BusCoachTramOnStreetPoint,,
700000001614,Berwick Road,331636,376336,-5.9630370448,Belfast Metro Ops,54.6180500135,,,active,,BusCoachTramOnStreetPoint,,
700000001615,Alliance Avenue (Tommy & Anne's),331781,376389,-5.9607702017,Belfast Metro Ops,54.6184880434,,,active,,BusCoachTramOnStreetPoint,,
700000001616,Etna Drive,331952,376461,-5.9580925584,Belfast Metro Ops,54.6190898147,,,active,,BusCoachTramOnStreetPoint,,
700000001617,Alliance Avenue (Oldpark Road),332094,376654,-5.9558089883,Belfast Metro Ops,54.6207853541,,,active,,BusCoachTramOnStreetPoint,,
700000001618,Westland Road (Golf Course),332372,376875,-5.9514085586,Belfast Metro Ops,54.622696622,,,active,,BusCoachTramOnStreetPoint,,
700000001619,Pilot Street,334370,375313,-5.9212132546,Belfast Metro Ops,54.6081473376,,,active,,BusCoachTramOnStreetPoint,,
700000001620,Clarendon Dock,334317,375150,-5.9221074645,Belfast Metro Ops,54.6066981445,,,active,,BusCoachTramOnStreetPoint,,
700000001621,Great Patrick Street,334197,374846,-5.9241021272,Belfast Metro Ops,54.6040009463,,,active,,BusCoachTramOnStreetPoint,,
700000001622,Corporation Square,334230,374929,-5.9235539,Belfast Metro Ops,54.60473729,,,active,,BusCoachTramOnStreetPoint,,
700000001623,Clarendon Dock,334293,375127,-5.92248459,Belfast Metro Ops,54.60650524,,,active,,BusCoachTramOnStreetPoint,,
700000001624,Pilot Street,334354,375296,-5.9214684749,Belfast Metro Ops,54.6079989767,,,active,,BusCoachTramOnStreetPoint,,
700000001625,Great Patrick Street,334243,374936,-5.92333648,Belfast Metro Ops,54.60480489,,,active,,BusCoachTramOnStreetPoint,,
700000001626,Great Northern Mall,333573,373749,-5.934250197,Belfast Metro Ops,54.5943181018,,,active,,BusCoachTramOnStreetPoint,,
700000001627,Great Northern Mall,333575,373717,-5.9342338216,Belfast Metro Ops,54.5940303035,,,active,,BusCoachTramOnStreetPoint,,
700000001628,Bruce Street,333641,373597,-5.933268036,Belfast Metro Ops,54.5929356169,,,active,,BusCoachTramOnStreetPoint,,
700000001629,Dublin Road,333719,373520,-5.9320972305,Belfast Metro Ops,54.5922237718,,,active,,BusCoachTramOnStreetPoint,,
700000001630,Dublin Road,333683,373426,-5.9326965144,Belfast Metro Ops,54.5913894252,,,active,,BusCoachTramOnStreetPoint,,
700000001631,Albion Street,333577,373381,-5.9343483001,Belfast Metro Ops,54.5910202297,,,active,,BusCoachTramOnStreetPoint,,
700000001633,Great Northern Mall,333550,373738,-5.93459559,Belfast Metro Ops,54.59423179,,,active,,BusCoachTramOnStreetPoint,,
700000001634,St George's Market,334321,373986,-5.9225778582,Belfast Metro Ops,54.5962477144,,,active,,BusCoachTramOnStreetPoint,,
700000001635,May Street,334179,373964,-5.92477118,Belfast Metro Ops,54.59609532,,,active,,BusCoachTramOnStreetPoint,,
700000001636,May Street,333967,373961,-5.92805125,Belfast Metro Ops,54.59612205,,,active,,BusCoachTramOnStreetPoint,,
700000001637,Adelaide St.,333940,373912,-5.9285021015,Belfast Europa,54.5956843866,,,active,,BusCoachTramOnStreetPoint,,
700000001638,Adelaide St.,333942,373888,-5.9284821199,Belfast Europa,54.5954684053,,,active,,BusCoachTramOnStreetPoint,,
700000001639,Ormeau Ave.,334055,373551,-5.9268888192,Belfast Metro Ops,54.5924131837,,,active,,BusCoachTramOnStreetPoint,,
700000001640,Ormeau Ave.,333851,373600,-5.9300201873,Belfast Metro Ops,54.5929070554,,,active,,BusCoachTramOnStreetPoint,,
700000001641,Ormeau Ave.,333853,373620,-5.9299801598,Belfast Metro Ops,54.59308607,,,active,,BusCoachTramOnStreetPoint,,
700000001642,Linenhall St.,333846,373795,-5.9300086758,Belfast Europa,54.5946589269,,,active,,BusCoachTramOnStreetPoint,,
700000001643,Bedford Street,333755,373841,-5.93138863,Belfast Metro Ops,54.59510368,,,active,,BusCoachTramOnStreetPoint,,
700000001644,Belfast City Centre,333645,374082,-5.9329856289,Belfast Metro Ops,54.5972884983,,,active,,BusCoachTramOnStreetPoint,,
700000001645,Belfast City Centre,333665,374083,-5.9326759518,Belfast Metro Ops,54.5972921931,,,active,,BusCoachTramOnStreetPoint,,
700000001646,Wellington Place,333699,374086,-5.93214891,Belfast Metro Ops,54.59731014,,,active,,BusCoachTramOnStreetPoint,,
700000001647,High Street,334024,374405,-5.9269785421,Belfast Metro Ops,54.6000878843,,,active,,BusCoachTramOnStreetPoint,,
700000001648,Stand 13,334310,374457,-5.922531075,Belfast Laganside,54.6004847643,,,active,,BusCoachTramOnStreetPoint,,
700000001649,Laganside Bus Std.,334261,374463,-5.9232809701,Belfast Laganside,54.6005528032,,,active,,BusCoachTramOnStreetPoint,,
700000001650,Odyssey,334727,374771,-5.9158921189,Belfast Metro Ops,54.6031973562,,,active,,BusCoachTramOnStreetPoint,,
700000001651,Abercorn Basin,335092,375157,-5.91011816,Belfast Metro Ops,54.60655523,,,active,,BusCoachTramOnStreetPoint,,
700000001652,Victoria Road,335299,375426,-5.9067942052,Belfast Metro Ops,54.6089141148,,,active,,BusCoachTramOnStreetPoint,,
700000001653,Alexander Dock,335434,375605,-5.90461822,Belfast Metro Ops,54.61048855,,,active,,BusCoachTramOnStreetPoint,,
700000001654,Queen's University (Science Park),335682,375926,-5.90063488,Belfast Metro Ops,54.61330514,,,active,,BusCoachTramOnStreetPoint,,
700000001655,Queen's University (Science Park),335679,375900,-5.90068482,Belfast Metro Ops,54.61307186,,,active,,BusCoachTramOnStreetPoint,,
700000001656,Alexander Dock,335415,375556,-5.90493475,Belfast Metro Ops,54.6100552,,,active,,BusCoachTramOnStreetPoint,,
700000001657,Victoria Road,335287,375390,-5.9069963756,Belfast Metro Ops,54.6085941516,,,active,,BusCoachTramOnStreetPoint,,
700000001658,Abercorn Basin,335134,375184,-5.90945148,Belfast Metro Ops,54.60678855,,,active,,BusCoachTramOnStreetPoint,,
700000001659,Beverley Avenue,349949,375642,-5.6801383614,Newtownards,54.606730304,,,active,,BusCoachTramOnStreetPoint,,
700000001660,Odyssey,334939,374822,-5.9126392545,Belfast Metro Ops,54.6035881366,,,active,,BusCoachTramOnStreetPoint,,
700000001661,Victoria Square,334216,374208,-5.92408547,Belfast Laganside,54.59827635,,,active,,BusCoachTramOnStreetPoint,,
700000001662,T & G House,334157,374532,-5.9248640848,Belfast Europa,54.6011927352,,,active,,BusCoachTramOnStreetPoint,,
700000001663,Kipkarren Park,349956,375440,-5.6801325411,Newtownards,54.6049144138,,,active,,BusCoachTramOnStreetPoint,,
700000001664,Fraser Street Bridge,335406,374817,-5.90541819,Belfast Metro Ops,54.60342195,,,active,,BusCoachTramOnStreetPoint,,
700000001665,Hamilton Road,335775,374839,-5.8997041656,Belfast Metro Ops,54.6035170823,,,active,,BusCoachTramOnStreetPoint,,
700000001666,DRD,335939,374951,-5.897116375,Belfast Metro Ops,54.6044784646,,,active,,BusCoachTramOnStreetPoint,,
700000001667,Airport Road (Shorts),336162,375229,-5.8935391301,Belfast Metro Ops,54.6069140875,,,active,,BusCoachTramOnStreetPoint,,
700000001668,River Side,336334,375448,-5.890777581,Belfast Metro Ops,54.6088337096,,,active,,BusCoachTramOnStreetPoint,,
700000001669,Airport Road (BOC),336578,375994,-5.886750099,Belfast Metro Ops,54.6136692757,,,active,,BusCoachTramOnStreetPoint,,
700000001670,Airport Road West,336651,376426,-5.8854198806,Belfast Metro Ops,54.6175275721,,,active,,BusCoachTramOnStreetPoint,,
700000001671,Emo,336793,376993,-5.8829590423,Belfast Metro Ops,54.6225790624,,,active,,BusCoachTramOnStreetPoint,,
700000001672,Moscow Rd / Harbour Lagoon,337093,377398,-5.8781287135,Belfast Metro Ops,54.6261334203,,,active,,BusCoachTramOnStreetPoint,,
700000001673,Portside,337453,377868,-5.87233513,Belfast Metro Ops,54.63025496,,,active,,BusCoachTramOnStreetPoint,,
700000001674,Heron Road,337729,378239,-5.8678938876,Belfast Metro Ops,54.6335099995,,,active,,BusCoachTramOnStreetPoint,,
700000001675,Trident House,338037,378353,-5.863074168,Belfast Metro Ops,54.6344493141,,,active,,BusCoachTramOnStreetPoint,,
700000001676,Trident House,338004,378349,-5.86358671,Belfast Metro Ops,54.6344224199,,,active,,BusCoachTramOnStreetPoint,,
700000001677,Heron Road,337754,378255,-5.8674995145,Belfast Metro Ops,54.6336468137,,,active,,BusCoachTramOnStreetPoint,,
700000001678,Portside,337421,377819,-5.8728568025,Belfast Metro Ops,54.6298235929,,,active,,BusCoachTramOnStreetPoint,,
700000001679,Moscow Rd / Harbour Lagoon,336923,377157,-5.8808713715,Belfast Metro Ops,54.6240160752,,,active,,BusCoachTramOnStreetPoint,,
700000001680,Phoenix Gas,336783,376964,-5.8831272654,Belfast Metro Ops,54.6223214389,,,active,,BusCoachTramOnStreetPoint,,
700000001681,Airport Road West,336662,376418,-5.8852534546,Belfast Metro Ops,54.6174527844,,,active,,BusCoachTramOnStreetPoint,,
700000001682,Hollymount Crescent,349970,375191,-5.6800388627,Newtownards,54.6026730849,,,active,,BusCoachTramOnStreetPoint,,
700000001683,River Side,336315,375403,-5.8910923089,Belfast Metro Ops,54.6084348683,,,active,,BusCoachTramOnStreetPoint,,
700000001684,Airport Road (Shorts),336143,375186,-5.8938528886,Belfast Metro Ops,54.6065331924,,,active,,BusCoachTramOnStreetPoint,,
700000001685,DRD,336036,375050,-5.8955705617,Belfast Metro Ops,54.6053411107,,,active,,BusCoachTramOnStreetPoint,,
700000001686,Fraser St. Bridge,335342,374794,-5.9064204672,Belfast Europa,54.6032291337,,,active,,BusCoachTramOnStreetPoint,,
700000001687,Old Channel Rd.,335114,374775,-5.90995143,Belfast Europa,54.60312197,,,active,,BusCoachTramOnStreetPoint,,
700000001688,City Airport,337695,376181,-5.8693367847,Belfast Europa,54.6150555373,,,active,,BusCoachTramOnStreetPoint,,
700000001690,Burton Avenue,342016,374035,-5.80358574,Belfast Metro Ops,54.59458857,,,active,,BusCoachTramOnStreetPoint,,
700000001691,Drumadoon,342333,373863,-5.798775213,Belfast Metro Ops,54.592953723,,,active,,BusCoachTramOnStreetPoint,,
700000001692,Davarr Avenue,342341,373852,-5.79865241,Belfast Metro Ops,54.59285526,,,active,,BusCoachTramOnStreetPoint,,
700000001694,Craigleith Drive,342954,373645,-5.7892817988,Belfast Metro Ops,54.59082186,,,active,,BusCoachTramOnStreetPoint,,
700000001695,Craigleith Drive2,343016,373954,-5.7881730972,Belfast Metro Ops,54.5935780371,,,active,,BusCoachTramOnStreetPoint,,
700000001696,Cairnsmore Avenue,343195,373980,-5.7853813311,Belfast Metro Ops,54.5937694832,,,active,,BusCoachTramOnStreetPoint,,
700000001697,Ballybeen (Culross Drive),343150,373822,-5.7861619021,Belfast Metro Ops,54.5923621221,,,active,,BusCoachTramOnStreetPoint,,
700000001698,Ballybeen (Culross Drive),343080,373599,-5.7873418803,Belfast Metro Ops,54.5903819735,,,active,,BusCoachTramOnStreetPoint,,
700000001699,Admore Avenue,343048,373351,-5.7879700496,Belfast Metro Ops,54.5881587391,,,active,,BusCoachTramOnStreetPoint,,
700000001700,Beauly Drive,342990,373207,-5.7889273918,Belfast Metro Ops,54.5868829918,,,active,,BusCoachTramOnStreetPoint,,
700000001701,Gleneagles Gardens,342858,373364,-5.7909022501,Belfast Metro Ops,54.5883266048,,,active,,BusCoachTramOnStreetPoint,,
700000001702,Ballybeen (Rank Road),342631,373369,-5.7943940574,Belfast Metro Ops,54.5884376618,,,active,,BusCoachTramOnStreetPoint,,
700000001703,Inchmarnock Drive,342552,373638,-5.7954990154,Belfast Metro Ops,54.5908724006,,,active,,BusCoachTramOnStreetPoint,,
700000001704,Drumadoon,342583,373741,-5.7949657727,Belfast Metro Ops,54.5917954405,,,active,,BusCoachTramOnStreetPoint,,
700000001706,Brooklands,342542,374081,-5.79543102,Belfast Metro Ops,54.59485181,,,active,,BusCoachTramOnStreetPoint,,
700000001707,Robb's Road,342277,373931,-5.7995949686,Belfast Metro Ops,54.5935824138,,,active,,BusCoachTramOnStreetPoint,,
700000001708,Cherry Hill,342074,374038,-5.8026858,Belfast Metro Ops,54.5946053,,,active,,BusCoachTramOnStreetPoint,,
700000001710,The Ulster Hospital,341469,374045,-5.8120435182,Belfast Metro Ops,54.5948296814,,,active,,BusCoachTramOnStreetPoint,,
700000001711,Kings Rd.,337932,373711,-5.866880297,Belfast Laganside,54.5928077887,,,active,,BusCoachTramOnStreetPoint,,
700000001712,St. Columba's,338257,373632,-5.8618933747,Belfast Laganside,54.5920099486,,,active,,BusCoachTramOnStreetPoint,,
700000001713,Opp. 45,338513,373643,-5.8579308467,Belfast Laganside,54.5920387002,,,active,,BusCoachTramOnStreetPoint,,
700000001714,Towell House,338761,373616,-5.8541099232,Belfast Metro Ops,54.5917283992,,,active,,BusCoachTramOnStreetPoint,,
700000001715,King's Road (Barnetts Road),339060,373443,-5.84956977,Belfast Metro Ops,54.5900933685,,,active,,BusCoachTramOnStreetPoint,,
700000001716,King's Square,339338,373336,-5.8453232962,Belfast Metro Ops,54.589056413,,,active,,BusCoachTramOnStreetPoint,,
700000001717,Abbey Road,339893,373329,-5.8367479644,Belfast Metro Ops,54.5888405018,,,active,,BusCoachTramOnStreetPoint,,
700000001718,Granton Heights,340235,373312,-5.8314698109,Belfast Laganside,54.5885932699,,,active,,BusCoachTramOnStreetPoint,,
700000001719,Tullycarnet (Presbyterian Church),340531,373293,-5.8269036902,Belfast Metro Ops,54.5883406274,,,active,,BusCoachTramOnStreetPoint,,
700000001720,Ice Bowl,341058,373324,-5.8187431909,Belfast Metro Ops,54.5884723244,,,active,,BusCoachTramOnStreetPoint,,
700000001721,East Link,341397,373195,-5.81355233,Belfast Metro Ops,54.58722206,,,active,,BusCoachTramOnStreetPoint,,
700000001722,Coronation Park,341808,373136,-5.8072367964,Belfast Metro Ops,54.5865758365,,,active,,BusCoachTramOnStreetPoint,,
700000001723,Comber Rd (Grahams Bridge),342229,373163,-5.8007215453,Belfast Metro Ops,54.586699462,,,active,,BusCoachTramOnStreetPoint,,
700000001724,Limetree Residential Home,341936,373451,-5.8051110551,Belfast Metro Ops,54.5893669147,,,active,,BusCoachTramOnStreetPoint,,
700000001725,The Moat,341737,373642,-5.8080948733,Belfast Metro Ops,54.5911371807,,,active,,BusCoachTramOnStreetPoint,,
700000001726,Galway Drive,341384,373917,-5.8134191115,Belfast Metro Ops,54.5937044431,,,active,,BusCoachTramOnStreetPoint,,
700000001727,Rosevale Ave,349826,375000,-5.6823701083,Newtownards,54.601002796,,,active,,BusCoachTramOnStreetPoint,,
700000001728,The Moat,341740,373658,-5.8080407853,Belfast Metro Ops,54.5912799641,,,active,,BusCoachTramOnStreetPoint,,
700000001729,Limetree Residential Home,341999,373403,-5.804157476,Belfast Metro Ops,54.5889220958,,,active,,BusCoachTramOnStreetPoint,,
700000001730,Grahamsbridge,342229,373174,-5.8007039942,Belfast Metro Ops,54.5868040904,,,active,,BusCoachTramOnStreetPoint,,
700000001731,Sydenham St/Footbridge,337113,375530,-5.8786920751,Belfast Europa,54.6093592539,,,active,,BusCoachTramOnStreetPoint,,
700000001732,East Link,341403,373416,-5.8133664176,Belfast Metro Ops,54.5892019094,,,active,,BusCoachTramOnStreetPoint,,
700000001733,No 5,341766,373135,-5.8078910974,Belfast Metro Ops,54.5865779891,,,active,,BusCoachTramOnStreetPoint,,
700000001734,East Link,341382,373191,-5.81379922,Belfast Metro Ops,54.58718806,,,active,,BusCoachTramOnStreetPoint,,
700000001735,Ice Bowl,341170,373261,-5.8170423017,Belfast Metro Ops,54.5878755815,,,active,,BusCoachTramOnStreetPoint,,
700000001736,Tullycarnet (Primary School),340438,373290,-5.8283425942,Belfast Metro Ops,54.5883395071,,,active,,BusCoachTramOnStreetPoint,,
700000001737,Granton House,340193,373301,-5.8321242426,Belfast Laganside,54.5885061607,,,active,,BusCoachTramOnStreetPoint,,
700000001738,Abbey Road,339786,373328,-5.8384023355,Belfast Metro Ops,54.588861084,,,active,,BusCoachTramOnStreetPoint,,
700000001739,Cronstown Road,350322,375046,-5.6746820716,Newtownards,54.6012706961,,,active,,BusCoachTramOnStreetPoint,,
700000001740,Supervalu,339392,373328,-5.8444924053,Belfast Metro Ops,54.5889697324,,,active,,BusCoachTramOnStreetPoint,,
700000001741,Kingsway,339221,373189,-5.8472013952,Belfast Metro Ops,54.5877690297,,,active,,BusCoachTramOnStreetPoint,,
700000001742,Kingsway P,339260,373113,-5.8466345846,Belfast Metro Ops,54.587076073,,,active,,BusCoachTramOnStreetPoint,,
700000001743,St Patrick's,339493,372889,-5.8431395233,Belfast Metro Ops,54.5850011466,,,active,,BusCoachTramOnStreetPoint,,
700000001744,Gilnahirk Rise,339604,372758,-5.8414861492,Belfast Metro Ops,54.5837946062,,,active,,BusCoachTramOnStreetPoint,,
700000001745,"Pottingers Entry, High Street",334054,374399,-5.9265174166,Belfast Laganside,54.6000260743,,,active,,BusCoachTramOnStreetPoint,,
700000001746,Bridge Street 1,333965,374396,-5.9278949114,Belfast Laganside,54.6000227139,,,active,,BusCoachTramOnStreetPoint,,
700000001747,Bridge Street 2,333960,374404,-5.9279685739,Belfast Laganside,54.6000958548,,,active,,BusCoachTramOnStreetPoint,,
700000001748,Lower Donegal Street,333920,374609,-5.9284781031,Belfast Metro Ops,54.6019533234,,,active,,BusCoachTramOnStreetPoint,,
700000001749,Royal Avenue (Castle Court),333784,374392,-5.93069322,Belfast Metro Ops,54.60003671,,,active,,BusCoachTramOnStreetPoint,,
